date,platform,audience,campaign_id,ad_group_id,ad_group_name,placement_name,creative_id,creative_name,creative_format,clicks,impressions,spend,conversions,ctr,cpc,cpm,roas,canonical_campaign,campaign_name
2024-06-05,Dv360,Urban Professionals,DV360_CAMP_045,DV360_GRP_004,Dv360 Group 9,Dv360 Placement 10,CRT_0175,Creative Variant 189,STATIC,0,1,1296.81,0,0.0298,40280.43,1200000.0,2.46,DV360_2024,FreshNest Summer Grilling
2024-06-05,Amazon,Cross-Category Buyers,AMAZON_CAMP_028,AMAZON_GRP_001,Amazon Group 10,Amazon Placement 33,CRT_0011,Creative Variant 154,CAROUSEL,0,1,2127.55,0,0.0208,99659.58,1800000.0,4.43,AMAZON_2024,FreshNest Summer Grilling
2024-06-05,Meta,Food Enthusiasts,META_CAMP_028,META_GRP_014,Meta Group 5,Meta Placement 10,CRT_0104,Creative Variant 9,HTML5,0,5,4617.07,0,0.0155,54036.13,800000.0,3.86,META_2024,FreshNest Back to School
2024-06-05,Dv360,Premium Shoppers,DV360_CAMP_063,DV360_GRP_001,Dv360 Group 10,Dv360 Placement 48,CRT_0021,Creative Variant 29,VIDEO,0,3,3883.41,0,0.0286,37710.0,1200000.0,6.67,DV360_2024,FreshNest Back to School
2024-06-05,Cm360,Content Consumers,CM360_CAMP_076,CM360_GRP_015,Cm360 Group 12,Cm360 Placement 7,CRT_0122,Creative Variant 135,STATIC,0,9,6526.52,0,0.0241,28988.23,700000.0,3.7,CM360_2024,FreshNest Back to School
2024-06-05,Sa360,Search Users,SA360_CAMP_018,SA360_GRP_018,Sa360 Group 9,Sa360 Placement 42,CRT_0027,Creative Variant 103,HTML5,0,2,4457.1,0,0.0187,84048.73,1500000.0,4.6,SA360_2024,FreshNest Back to School
2024-06-05,Meta,Parents 25-45,META_CAMP_077,META_GRP_015,Meta Group 18,Meta Placement 1,CRT_0170,Creative Variant 163,HTML5,0,1,1409.22,0,0.0592,14199.47,800000.0,1.17,META_2024,FreshNest Holiday Recipes
2024-06-05,Amazon,Cross-Category Buyers,AMAZON_CAMP_083,AMAZON_GRP_009,Amazon Group 17,Amazon Placement 1,CRT_0146,Creative Variant 136,HTML5,0,0,1452.42,0,0.0223,84776.45,1800000.0,5.22,AMAZON_2024,FreshNest Holiday Recipes
2024-06-05,Tradedesk,Data-Driven Consumers,TRADEDESK_CAMP_052,TRADEDESK_GRP_009,Tradedesk Group 3,Tradedesk Placement 24,CRT_0189,Creative Variant 134,VIDEO,0,1,1192.7,0,0.0355,15220.59,600000.0,1.56,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-05,Meta,Food Enthusiasts,META_CAMP_065,META_GRP_006,Meta Group 4,Meta Placement 49,CRT_0051,Creative Variant 161,STATIC,0,1,898.39,0,0.049,16316.12,800000.0,4.12,META_2024,FreshNest Pantry Staples
2024-06-05,Dv360,Premium Shoppers,DV360_CAMP_039,DV360_GRP_003,Dv360 Group 6,Dv360 Placement 4,CRT_0083,Creative Variant 17,HTML5,0,1,2106.77,0,0.0464,27135.43,1200000.0,2.8,DV360_2024,FreshNest Pantry Staples
2024-06-05,Cm360,Content Consumers,CM360_CAMP_038,CM360_GRP_009,Cm360 Group 14,Cm360 Placement 10,CRT_0140,Creative Variant 4,VIDEO,0,0,25.87,0,0.0432,14568.73,700000.0,1.62,CM360_2024,FreshNest Pantry Staples
2024-06-06,Meta,Recipe Seekers,META_CAMP_039,META_GRP_007,Meta Group 13,Meta Placement 47,CRT_0171,Creative Variant 125,VIDEO,0,2,2336.54,0,0.0403,17850.81,800000.0,3.05,META_2024,FreshNest Summer Grilling
2024-06-06,Dv360,Premium Shoppers,DV360_CAMP_055,DV360_GRP_013,Dv360 Group 7,Dv360 Placement 8,CRT_0096,Creative Variant 157,VIDEO,0,1,2150.08,0,0.0455,23719.31,1200000.0,2.24,DV360_2024,FreshNest Summer Grilling
2024-06-06,Amazon,Product Researchers,AMAZON_CAMP_014,AMAZON_GRP_008,Amazon Group 6,Amazon Placement 15,CRT_0157,Creative Variant 4,CAROUSEL,0,1,2869.33,0,0.0217,95413.89,1800000.0,1.34,AMAZON_2024,FreshNest Summer Grilling
2024-06-06,Meta,Parents 25-45,META_CAMP_054,META_GRP_016,Meta Group 12,Meta Placement 4,CRT_0015,Creative Variant 2,CAROUSEL,0,5,4611.7,0,0.0379,24302.23,800000.0,3.51,META_2024,FreshNest Back to School
2024-06-06,Dv360,Quality Seekers,DV360_CAMP_083,DV360_GRP_017,Dv360 Group 16,Dv360 Placement 21,CRT_0105,Creative Variant 38,CAROUSEL,0,5,6017.32,0,0.0451,30566.68,1200000.0,2.79,DV360_2024,FreshNest Back to School
2024-06-06,Cm360,Engagement Seekers,CM360_CAMP_098,CM360_GRP_014,Cm360 Group 11,Cm360 Placement 23,CRT_0131,Creative Variant 89,VIDEO,0,4,3241.34,0,0.0314,20090.62,700000.0,1.33,CM360_2024,FreshNest Back to School
2024-06-06,Sa360,Search Users,SA360_CAMP_056,SA360_GRP_008,Sa360 Group 9,Sa360 Placement 22,CRT_0026,Creative Variant 80,STATIC,0,0,0,0,0.001,1.5,0,4.18,SA360_2024,FreshNest Back to School
2024-06-06,Meta,Busy Professionals,META_CAMP_021,META_GRP_011,Meta Group 13,Meta Placement 20,CRT_0130,Creative Variant 149,HTML5,0,1,1590.79,0,0.01,84257.11,800000.0,2.03,META_2024,FreshNest Holiday Recipes
2024-06-06,Amazon,Frequent Shoppers,AMAZON_CAMP_048,AMAZON_GRP_013,Amazon Group 16,Amazon Placement 16,CRT_0042,Creative Variant 10,STATIC,0,0,594.66,0,0.0504,35728.49,1800000.0,1.49,AMAZON_2024,FreshNest Holiday Recipes
2024-06-06,Tradedesk,Cross-Device Users,TRADEDESK_CAMP_097,TRADEDESK_GRP_014,Tradedesk Group 15,Tradedesk Placement 18,CRT_0065,Creative Variant 65,HTML5,0,1,994.28,0,0.0819,7692.21,600000.0,1.59,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-06,Meta,Budget Shoppers,META_CAMP_054,META_GRP_009,Meta Group 3,Meta Placement 29,CRT_0141,Creative Variant 194,CAROUSEL,0,2,2126.89,0,0.1011,9101.62,800000.0,3.42,META_2024,FreshNest Pantry Staples
2024-06-06,Dv360,Convenience Buyers,DV360_CAMP_057,DV360_GRP_009,Dv360 Group 11,Dv360 Placement 43,CRT_0161,Creative Variant 60,STATIC,0,0,1098.98,0,0.0264,45403.21,1200000.0,3.93,DV360_2024,FreshNest Pantry Staples
2024-06-06,Cm360,Trend Setters,CM360_CAMP_094,CM360_GRP_010,Cm360 Group 18,Cm360 Placement 38,CRT_0117,Creative Variant 55,HTML5,0,3,2137.4,0,0.0493,14916.35,700000.0,2.98,CM360_2024,FreshNest Pantry Staples
2024-06-07,Meta,Recipe Seekers,META_CAMP_061,META_GRP_002,Meta Group 9,Meta Placement 16,CRT_0191,Creative Variant 95,STATIC,0,3,2771.57,0,0.095,8422.31,800000.0,1.51,META_2024,FreshNest Summer Grilling
2024-06-07,Dv360,Urban Professionals,DV360_CAMP_045,DV360_GRP_003,Dv360 Group 18,Dv360 Placement 17,CRT_0172,Creative Variant 147,CAROUSEL,0,2,3239.33,0,0.0413,33412.12,1200000.0,3.12,DV360_2024,FreshNest Summer Grilling
2024-06-07,Amazon,Cross-Category Buyers,AMAZON_CAMP_093,AMAZON_GRP_007,Amazon Group 7,Amazon Placement 19,CRT_0145,Creative Variant 159,VIDEO,0,1,2445.04,0,0.0148,109805.3,1800000.0,7.36,AMAZON_2024,FreshNest Summer Grilling
2024-06-07,Meta,Budget Shoppers,META_CAMP_067,META_GRP_012,Meta Group 14,Meta Placement 33,CRT_0080,Creative Variant 12,VIDEO,0,0,0,0,0.0427,0.8,0,4.51,META_2024,FreshNest Back to School
2024-06-07,Dv360,Premium Shoppers,DV360_CAMP_034,DV360_GRP_015,Dv360 Group 4,Dv360 Placement 5,CRT_0109,Creative Variant 179,CAROUSEL,0,1,2084.85,0,0.0401,34423.92,1200000.0,4.31,DV360_2024,FreshNest Back to School
2024-06-07,Cm360,Content Consumers,CM360_CAMP_021,CM360_GRP_003,Cm360 Group 5,Cm360 Placement 9,CRT_0136,Creative Variant 92,STATIC,0,6,4618.09,0,0.0306,22875.1,700000.0,2.97,CM360_2024,FreshNest Back to School
2024-06-07,Sa360,Search Users,SA360_CAMP_030,SA360_GRP_019,Sa360 Group 16,Sa360 Placement 13,CRT_0167,Creative Variant 21,HTML5,0,0,0,0,0.0484,1.5,0,4.47,SA360_2024,FreshNest Back to School
2024-06-07,Meta,Budget Shoppers,META_CAMP_039,META_GRP_006,Meta Group 12,Meta Placement 38,CRT_0024,Creative Variant 28,HTML5,0,0,661.49,0,0.0526,15960.48,800000.0,1.51,META_2024,FreshNest Holiday Recipes
2024-06-07,Amazon,Frequent Shoppers,AMAZON_CAMP_032,AMAZON_GRP_019,Amazon Group 6,Amazon Placement 26,CRT_0095,Creative Variant 81,VIDEO,0,0,1046.38,0,0.036,44965.25,1800000.0,2.71,AMAZON_2024,FreshNest Holiday Recipes
2024-06-07,Tradedesk,Lookalike Segments,TRADEDESK_CAMP_064,TRADEDESK_GRP_010,Tradedesk Group 2,Tradedesk Placement 16,CRT_0144,Creative Variant 77,CAROUSEL,0,1,852.79,0,0.0621,11102.69,600000.0,1.81,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-07,Meta,Family Planners,META_CAMP_096,META_GRP_019,Meta Group 12,Meta Placement 24,CRT_0167,Creative Variant 128,CAROUSEL,0,2,2139.54,0,0.017,54162.31,800000.0,4.23,META_2024,FreshNest Pantry Staples
2024-06-07,Dv360,Tech-Savvy Consumers,DV360_CAMP_020,DV360_GRP_020,Dv360 Group 2,Dv360 Placement 26,CRT_0138,Creative Variant 85,HTML5,0,0,634.84,0,0.0377,33441.27,1200000.0,3.93,DV360_2024,FreshNest Pantry Staples
2024-06-07,Cm360,Influencer Followers,CM360_CAMP_016,CM360_GRP_007,Cm360 Group 19,Cm360 Placement 43,CRT_0139,Creative Variant 7,STATIC,0,3,2142.83,0,0.0448,15625.93,700000.0,2.9,CM360_2024,FreshNest Pantry Staples
2024-06-08,Meta,Busy Professionals,META_CAMP_054,META_GRP_014,Meta Group 4,Meta Placement 17,CRT_0041,Creative Variant 31,VIDEO,0,3,2861.43,0,0.0114,63156.13,800000.0,4.15,META_2024,FreshNest Summer Grilling
2024-06-08,Dv360,Urban Professionals,DV360_CAMP_067,DV360_GRP_016,Dv360 Group 14,Dv360 Placement 9,CRT_0040,Creative Variant 58,STATIC,0,0,347.91,0,0.0281,42677.12,1200000.0,3.95,DV360_2024,FreshNest Summer Grilling
2024-06-08,Amazon,Review Readers,AMAZON_CAMP_077,AMAZON_GRP_012,Amazon Group 10,Amazon Placement 44,CRT_0102,Creative Variant 120,VIDEO,0,1,2566.95,0,0.0322,50303.24,1800000.0,4.65,AMAZON_2024,FreshNest Summer Grilling
2024-06-08,Meta,Busy Professionals,META_CAMP_058,META_GRP_003,Meta Group 13,Meta Placement 12,CRT_0150,Creative Variant 173,VIDEO,0,2,1612.29,0,0.0349,20603.87,800000.0,3.3,META_2024,FreshNest Back to School
2024-06-08,Dv360,Convenience Buyers,DV360_CAMP_045,DV360_GRP_003,Dv360 Group 4,Dv360 Placement 43,CRT_0078,Creative Variant 116,HTML5,0,2,2732.25,0,0.0136,92611.43,1200000.0,2.94,DV360_2024,FreshNest Back to School
2024-06-08,Cm360,Engagement Seekers,CM360_CAMP_090,CM360_GRP_002,Cm360 Group 12,Cm360 Placement 44,CRT_0136,Creative Variant 163,HTML5,0,4,3069.83,0,0.0435,16882.03,700000.0,2.0,CM360_2024,FreshNest Back to School
2024-06-08,Sa360,Search Users,SA360_CAMP_076,SA360_GRP_001,Sa360 Group 7,Sa360 Placement 42,CRT_0084,Creative Variant 6,VIDEO,0,0,1370.2,0,0.0175,77340.17,1500000.0,1.95,SA360_2024,FreshNest Back to School
2024-06-08,Meta,Recipe Seekers,META_CAMP_040,META_GRP_003,Meta Group 2,Meta Placement 48,CRT_0176,Creative Variant 166,STATIC,0,1,1548.7,0,0.0737,10856.01,800000.0,1.47,META_2024,FreshNest Holiday Recipes
2024-06-08,Amazon,Deal Hunters,AMAZON_CAMP_098,AMAZON_GRP_015,Amazon Group 18,Amazon Placement 25,CRT_0134,Creative Variant 67,STATIC,0,0,1643.2,0,0.0116,154664.87,1800000.0,4.91,AMAZON_2024,FreshNest Holiday Recipes
2024-06-08,Tradedesk,Retargeting Audience,TRADEDESK_CAMP_034,TRADEDESK_GRP_003,Tradedesk Group 3,Tradedesk Placement 25,CRT_0049,Creative Variant 112,STATIC,0,2,1341.18,0,0.0681,8814.63,600000.0,3.82,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-08,Meta,Food Enthusiasts,META_CAMP_048,META_GRP_001,Meta Group 6,Meta Placement 46,CRT_0022,Creative Variant 107,HTML5,0,2,1751.87,0,0.0336,25025.05,800000.0,2.37,META_2024,FreshNest Pantry Staples
2024-06-08,Dv360,Convenience Buyers,DV360_CAMP_059,DV360_GRP_007,Dv360 Group 1,Dv360 Placement 46,CRT_0049,Creative Variant 132,VIDEO,0,0,1061.62,0,0.0181,59701.7,1200000.0,2.28,DV360_2024,FreshNest Pantry Staples
2024-06-08,Cm360,Trend Setters,CM360_CAMP_059,CM360_GRP_005,Cm360 Group 19,Cm360 Placement 24,CRT_0149,Creative Variant 28,HTML5,0,0,694.15,0,0.0175,41970.85,700000.0,1.99,CM360_2024,FreshNest Pantry Staples
